sentence,contains_bad_word
Kamu pernah mencoba yoga? Aku ingin mencoba yoga karena bisa memberikan manfaat bagi kesehatan tubuh dan pikiran.,0
"Ngatain orang sok inggris lu men, tapi dia sendiri kalo bilang makasih tetep bilang thanks bro, ah munafik anjing",1
tidak suka,0
Bertrand de Montluc tiba di pulau itu dengan pasukan besar.,0
"Tidak jauh untuk menemukan minuman enak, pemandangan indah, dan musik live.",0
Sudah berapa banyak followers yang kamu miliki di media sosial? Aku ingin tahu seberapa besar pengaruhmu di platform ini.,0
"Tai anjing, kau membuatku muak dengan semua omong kosongmu yang tidak masuk akal!",1
Dia mengumpulkan cek besar karena berpura-pura marah.,0
GAO telah menerima banyak keluhan karena kurangnya situs web.,0
2466 membahas empat koleksi.,0
"Brengsek, bangsat, goblok, jancuk, bacot",1
"Saya suka mendengarkan musik klasik saat sedang bekerja, karena membantu saya lebih fokus.",0
Dasar orang bego!,1
Serahkan lah hidup dan mati mu serahkan lah pd ALLAH semata.,0
Babi! Lo nggak punya harga diri sama sekali!,1
"urusan direkomendasikan atau tidak oleh kemenag ORA URUS,GAK NGARUH,UMAT GAK GOBLOK,UMAT GAK PICEK,UMAT GAK BUDHEG.",1
Olahraga Laut Merah memudahkan pemesanan aktivitas Anda.,0
Saya tidak yakin.,0
"Dan dan tunggang agama, padahal isu sebenar pelanggaran Perintah Mahkamah. Idiots",1
makar no lengserkan jokowi iya faizal assegaf ketua progres 98 jutaan rakyat berdemo secara damai untuk ,1
Anda tidak dapat menjamin akan ada hasil dengan uang.,0
Kecaman dan pengabdian masyarakat sangat penting.,0
yang jelas otak ahok djarot sudah sangat tumpul sangat loyo dan stres sudah jebol harus dicopot dan diganti ,1
"Momen Monyet Tak Mau Berpisah Dengan Wanita yang Merawatnya dari Kecil, Warganet Ikut Mewek",0
Kepala kote! Gw udah capek banget sama perlakuan lo yang selalu nggak masuk akal.,1
bajingan bolt hari ini.. koneksi kenceng tapi mesti restart tiap setengah jam....,1
Hahahahaha kau setan,1
Karena mereka akan bertahan hidup dengan mudah.,0
TEMAN KAYAK ANJING YAALLAH,1
Sejenis anjing lah kau,1
Banyak organisasi memfasilitasi partisipasi anggota dalam kegiatan mereka.,0
Kentridge tidak memasukkan film dalam pertunjukan apa pun selama hidupnya.,0
sok geulis anjing,1
"Ketika kita ingin mencapai sesuatu yang besar, penting untuk mengambil langkah kecil yang konsisten setiap hari dan tetap fokus pada tujuan kita jangka panjang.",0
Tidak ada tempat budaya di kota.,0
Kamu tahu tidak tentang cara belajar bahasa Inggris yang efektif? Aku ingin meningkatkan kemampuan bahasa Inggrisku.,0
"Wow, kamu berhasil mencapai level tertinggi. Apa kamu punya tips dan trik untuk mencapai level tersebut?",0
Anjing! Bangsat emg!,1
 jangan sok polos itu genitnya kayak banci ,1
Apakah Anda memakai celana untuk bekerja hari ini?,0
Pemandangannya unik dan tidak dapat ditemukan di tempat lain.,0
"Halo, Mary, apakah Anda pergi ke suatu tempat akhir-akhir ini, seperti restoran?",0
Jepang berperang dalam perang saudara.,0
bongkar terus pak siapa itu mereka yang berusaha membeli bapak dan pak ai bapak kami rakyat indonesia akan mendukung siapapun yang berani melawan kekuatan para penjajah modern itu pak 2019 ganti presiden jokowi end 2019,1
"Penghasilannya dijamin, artinya meski dipenjara dan tidak bisa bermain, dia tetap mendapat gaji seperti biasa.",0
Pulau-pulau itu tidak diizinkan bergabung dengan Prancis.,0
Ada bukti yang menunjukkan bahwa Lewis dibunuh oleh orang lain.,0
Dia bertanya-tanya apakah dia membaca Tom Clancy.,0
"Pantat, lu pikir gue nggak tau lu ngomongin gue di belakang.",1
Mereka sedih melihat biaya naik 80% dalam setahun.,0
Makan babi tapi baca bismillah,1
Konflik kepentingan tidak muncul.,0
Jahat! Lo itu nggak ada otak dan cuma bikin susah orang lain.,1
"Lu nggak punya harga diri apa, dasar pelacur.",1
Eksekutif seharusnya tidak mempertimbangkan bagaimana teknologi informasi saat ini digunakan saat menyusun CIO.,0
anies sandi bentar lagi terbukti menang karena saracen,1
"Bangsat, kau tidak bisa dipercaya dan selalu melakukan hal-hal yang merugikan orang lain!",1
"Selamat pagi, selamat ngopi, selamat beraktivitas, dan selamat dari godaan setan yg terkutuk. Amin.",1
aku kecewa sama sctv banyak scene ga ngotaknya anjing dipikir apaan dih,1
ciri ciri rezim akan runtuh setiap ada demo langsung ditangkap,1
 apalah kamu ini benar benar bangsat bodoh tolol bajingan tengik ,1
Mantan paling bangsat! ,1
 cari mama saja biar bisa nete ,1
sini lu gua gendong anjing,1
Hibah tidak terkait dengan uang.,0
Dia mengaku dirampok dan pergi tanpa uang atau tiket pesawat tetapi dengan cepat menyelesaikan masalahnya.,0
bagus itu reklamasi gagal atau batal jangankan ahok jokowi pun pasti kami lengserkan enak,1
"Ketika kita berbicara dengan orang lain, penting untuk memperhatikan nada dan intonasi suara kita agar pesan yang disampaikan tidak disalahpahami atau mengandung arti yang salah.",0
Tuppence tidak bisa memahami konsepnya.,0
Tommy bilang mereka tidak mencampurkan asmara dan pernikahan.,0
Apa kamu sering memainkan game yang sama atau suka mencoba game baru? Aku ingin tahu game-game yang menarik untuk dimainkan.,0
Kalo itu bajingan mesum pengecut,1
BAJINGAN MEMANG !!! SEMUA BERASA BAJINGAN !!!,1
 aku kira park woojin anaknya kalem kalem keren begitu taunya kayak tai ,1
Ada empat miliar sesuatu untuk merkuri.,0
Dokumen bebas untuk dilihat.,0
Mantap anjing,1
 ahok ahok basuki tai babi,1
ulama mana yang dukung jokowi rezim anti islam cuma samawi satu kolam sama jokowi bukan samawi ,1
"aku habis beli monyet, mukanya mirip mantan kamu",1
HCFA memberikan pemberitahuan tentang peraturan tersebut pada tanggal 28 Maret 1997.,0
Saya telah memikirkan semuanya.,0
Dia menyuruhnya untuk memberikannya padanya.,0
Bangsat! Lo itu nggak ada otaknya ya?,1
Pria Asal China Tewas karena Selfie dengan Anjing Laut,0
"Tai anjing, kau membuatku muak dengan kepalsuan dan kepura-puraanmu yang tidak berguna!",1
Saya tidak pernah bisa menukar mobil saya setiap beberapa tahun.,0
AS dapat berinvestasi 20% lebih banyak daripada yang dihemat pada tahun 1980-an dan 90-an.,0
Montmartre tidak memiliki kehidupan di malam hari.,0
Bajingan emang,1
"Koplak, kau benar-benar konyol! Asu kau, jangan terus-terusan membohongi dirimu sendiri!",1
"Dasar manusia sampah, nggak ada harga diri lu.",1
"Ketika kita menghadapi situasi yang sulit atau berisiko, penting untuk memperhitungkan konsekuensi dan risiko dari tindakan kita, serta mencari saran dari orang-orang yang ahli atau berpengalaman dalam bidang tersebut.",0
Monumen Agra sedang dirusak oleh polusi.,0
Sepak bola aktif di musim panas.,0
 berbicara tidak diatur bodoh apa pikun kurang literasi nih pak jenderal lah orang habib kena kasus menghina pancasila kok katanya paham sekali mabuk kecubung nih orang ,1
kita lawan partai keadilan sejahtera konsisten melawan investasi cina meskipun grup lippo donatur anies sandi yang buat meika a partai keadilan sejahtera tetap,1
"Tidak membuat kejahatan biadab, mengeroyok dan membunuh orang menjadi berkurang. Tetap bajingan biadab!",1
"Tai anjing, kau membuatku muak!",1
tidak diharapkan kepentingan bersama akan membawa kita pada konsensus.,0
Lututnya memberinya masalah.,0
Itu adalah takdir.,0
Manusia kek gini harus nya di kebiri ! Bangsat bejat,1
Apa yang kamu pikirkan tentang teknologi terbaru yang dirilis? Aku tertarik dengan teknologi terbaru karena bisa memudahkan hidup kita.,0
"walaupun kdg kayak tai, tp AAAAAA i love u",0
"Aku sedang mencari rekomendasi buku tentang bisnis, kamu punya saran yang bagus?",0
usir teroris buddha yang membunuh muslim rohingya usir kedutaan besar myanmar,1
"Pengemis Pura-Pura Cacat, Uang Dipakai Beli Narkoba ",0
Para pedagang berbaris di jalan-jalan dengan obor dan api.,0
Lapisan keberadaan tidak diterima oleh Las Vegas.,0
"BLM, FHWA, IRS, dan VBA adalah satu-satunya perusahaan yang dipelajari.",0
Apa yang Anda lihat di permukaan adalah segalanya.,0
yang kayak indonesia bukan orang indonesia tapi cina kan aneh ayo pribumi usir mereka dari negeri kita ini ,1
Tetaplah menjadi orang baik meskipun kamu  jelek dicerita orang lain,1
Kakiku tidak akan pernah sembuh.,0
Tolol! Lo itu nggak ada otak dan cuma bisa bikin masalah aja.,1
"Pantat lo kayak lubang kubangan, serem banget!",1
 lihat fakta dong browsing peringkat pak ai korup juaranya partai demokrasi indonesia perjuangan kalau ada oknum muslim korupsi cebong gembira dan koar koar kalau ada oknum non muslim korupsi cebong diam sebenarnya kalian bench,1
Kita harus selalu berusaha untuk mengembangkan keterampilan sosial dan interpersonal kita agar bisa berkomunikasi dengan baik dan membangun hubungan yang kuat dengan orang lain.,0
masi pagi si anjing,1
Apa yang kamu pikirkan tentang cara memulai bisnis? Aku ingin memulai bisnis dan ingin mencari tahu tentang cara memulainya.,0
"Kontol kau, kau merusak semuanya!",1
wahai pribumi kekayaan alam indonesia milik kalian tapi di kuasai etnis cina semua lewat bantuan aparat penegak hukum jongos cina ,1
 tertawa sambil buang sampah sarap kamu memang anjing kurap ,1
"Si bangsat lg mancing, emang bajingan tu orang.",1
Pembuatan prototipe itu penting.,0
"Ke laut aja lu, nggak ada yang butuh lu disini.",1
Diketahui bahwa Maria Hsia adalah agen China selama lebih dari 10 tahun.,0
Kita harus selalu berusaha untuk menjadi pribadi yang peduli dengan lingkungan sekitar dan mengambil tindakan yang positif untuk menjaga kelestarian lingkungan.,0
 karena pak aimu partai demokrasi indonesia perjuangan itu bajingan ,1
Ketika kebangun jam segini dan mata sangat susah untuk kembali tidur lagi . ANJING,1
susah klo ngomong ama JEMBUT MONYET...... mulut kaya BOL yg keluar cuma tai.... GK INGET AMA JANJI LO YG KEMAREN..... dasar munafik lo PELER KUDA.... UCAPAN KOK GK BISA DIPEGANG,1
kenapa ya akhir akhir ini gue merasakan sendiri layanan perusahaan digital indonesia makin pada kacrut dan dunia it kita berkembang pesat lah tapi kalau pemeliharaannya tidak beres malah ujung ujungnya merugikan customer ,1
"Seorang penikmat daging BABI, pasti bisa membedakan mana bau dagangan BABI & mana bau dagang sapi, munafik itu dosa besar",0
"Saya kira itu tidak masuk box office untuk waktu yang lama karena penjualan yang buruk, tapi saya masih berpikir itu bagus.",0
Prancis berakhir dengan kendali atas pon garam.,0
Apa kamu ingin belajar tentang pemasaran afiliasi di media sosial? Kita bisa mencari tahu strategi pemasaran afiliasi dan bagaimana memulainya.,0
 pak tugas kementerian agama membongkar penipuan islam agar indonesia cepat bebas dari islam,1
Pengen anjing kayak gini sayang,0
masih pagi tapi udah kayak anjing aja ini hidup,1
Mad Torrent datang tepat setelah Gladstone's Rock.,0
"Ga usah sok ngartis sih anjing, jangan sok cantik banyak gaya lu...",1
"Ketika kita berinteraksi dengan orang yang berbeda agama atau keyakinan, penting untuk memperhatikan toleransi dan saling menghargai perbedaan tersebut.",0
paling nanti komentarnya jangan transaksi pakai dolar 2019 ganti presiden 2019 presiden baru,1
Saya percaya Anda dan anak-anak saya akan mengatakan hal yang sama tetapi saya pikir saya mungkin terlalu mengandalkan kesetiaan mereka.,0
Setan! Lo itu cuma suka bikin orang lain menderita dan gak tau sopan santun.,1
Partai Republik tidak menganggap siapa pun menginginkan bakat Reed.,0
Saya merasa pekerjaan saya saat ini menyenangkan.,0
"Wah, seru sekali permainan ini. Apa kamu punya tips untuk meningkatkan skor atau strategi yang baik?",0
"Aku yang cinta, kamu yang monyet.",1
Desa Saint-Claude di lereng bukit yang menawan memiliki banyak rumah berpenghasilan tinggi.,0
"Kisah Inspiratif Kapolda Sulsel, Cium Tangan Bocah Cacat dan Pengemis hingga Gali Kubur",0
"Mereka ingin menggunakan keahlianmu, jadi mereka membawamu ke sini.",0
Itu tidak akan pernah terjadi.,0
"Buta kau, kau tidak melihat apa yang sebenarnya terjadi!",1
Gila babi siap sponsored. Bangga betol masuk balai.,1
Tolol! Nggak tau diri aja!,1
Itu sangat jauh dari Yerusalem.,0
Saya tidak pernah memikirkan bagaimana mereka bertahan.,0
 kalau menuruti bang fuck ri memang susah tidak deh benar benarnya itu nanti giliran lembut sama garong ikan di nyinyir pro asing asing dan asongan nla coba mbok kamunya kasih sedikit bocoran prestasi km yang bikin indonesia bangga ,1
"Minah minah tudung zaman sekarang ramai yang cacat otak, BODOH. Lagu ni ada betulnya.",1
Laporan Wali Amanat HI dan SMI digunakan untuk memperkirakan biaya Medicare di masa mendatang.,0
Saya disuruh segera pergi oleh wanita muda lain yang agak kasar kepada saya.,0
 ya allah nih pres mestikah dengan seragam tentara nasional indonesia culun tidak ada pantas pantasnya ,1
Di beberapa negara banyak yurisdiksi yang memberlakukan apabila sengaja melukai atau membunuh anjing polisi adalah kejahatan besar,0
kalo g ada anjing sm bgst tu ky kurang aja ngetik di ini grup,1
"Males itu kalo kerja pagi trus gak ada yg nganter, anjing",1
Nomor 14 terlihat sangat polos.,0
 bank kena virus cebong blangsak ,1
"Cibai! Memek lo itu kaya lubang sumur, bau banget!",1
"Mati dalam keadaan aman dan tenteram, diziarahi dan didoakan begitu banyak orang termasuk pemimpin",0
"Pilihan hidangan saya lebih baik dari pilihan Anda, tetapi pilihan Anda juga bagus.",0
Nanti anak korang cacat baru tahu.,1
Dia berusia pertengahan hingga akhir empat puluhan.,0
 jangan memframing seolah kitab suci hanya milik umat islam agar umat mau demo menyalahkan rocky terus cebong leyeh leyeh sambil menonton demo di televisi banyak sekali jenis jenis kitab suci busuk,1
 alah bacot congor kamu bau ,1
2019 presiden akan berganti jokowi sudah tidak punya lagi amunisi natalia pigai 2019 ganti presiden 2019 presiden baru ,1
Seorang pria seperti saya tidak bisa gagal ...,0
 orang udik sok pintar ya begini ini jadinya yang keluar dari congornya ,1
Temenan : gue elu | pdkt: aku kamu | jadian: pipi mimi | putus: anjing goblog ,1
"Anjing, beneran hujan dong wkwk",1
Dasar bajingan lemah,1
karena mengisukan pak jokowi kafir antek asing antek asing tidak mempan isu partai komunis indonesia jadi alat isu terakhir ,1
"Aku baru saja menonton film dokumenter tentang keindahan alam Indonesia, itu sangat menginspirasi dan membuatku merindukan keindahan alam Indonesia.",0
"Kita akan pergi ke pesta ulang tahun Bibi Basia di restoran hari ini, ingat?",0
"Kontol lu kecil banget, nggak bisa apa-apa!",1
Baron Haussmann menyayangkan penerapan taman seluas 900 hektar di pinggir barat kota.,0
 he bajingan apa kamu kloning akun gue bangsat ,1
Apa kamu ingin mencoba game yang menantang logika dan strategi pemain? Kita bisa mencari game yang memacu kemampuan berpikir dan strategi.,0
"Kontol kau, kau merusak semuanya dan membuat semua orang kesal dengan tindakanmu yang tidak bertanggung jawab!",1
wahai kader kader ku seng bodoh dari p b c pak ai harta cocot dari sabang sampai merauke kader kader ku seng bodoh sendiri sudah kentean peluru pokoknya isu tenaga kerja asing ini seng paling empuk kerja menyerang presiden biasa e sendiri mangan enak di zaman pak jokowi sekarang susah tuku lob,1
Kerbau tidak berhenti untuk merumput dalam waktu yang lama.,0
"Saat kita merasa cemas atau khawatir, kita bisa mencoba teknik pernapasan atau meditasi untuk membantu mengatasi stres dan memulihkan pikiran kita.",0
 paling belakang apa yang termutakhir haha yang paling dekat kemunculannya dengan kelahiran kamu islam apa agama kafir lain kok dibilang paling belakang paling depan itu paling dekat dengan kok kok saja yang membangkang ,1
 sudah dungu belaga sok pintar tetapi tetap saja dungu nya kelihatan wkwk ,1
 apa apa apa apa apa calon presiden cuma jago cocot apa apa apa mengurusi daerah khusus ibukota tidak becus apa apa apa apa ,1
 kenapa kamu emosi pe a dasar cebong ,1
bukannya sombong tapi aku emang agak budheg deh ini,1
"Kesel bacanya anjing, kaya baca puisi",1
Sampel air harus diterima.,0
benci bgt sm rambut gue yg abis di potong jelek bgtt,0
Unit all-inclusive dianggap vila.,0
 komisi pemberantasan korupsi bubarkan saja tidak ada manfaatnya hanya buang uang rakyat mengurus hal korupsi juga sama dengan polisi impoten lembaga ini lebih baik di lebur saja di era presiden baru toh rakyat indonesia sudah tidak percaya dua institusi in,1
Apa kamu ingin membentuk komunitas gamer yang baru? Kita bisa membangun komunitas game yang besar dan saling berbagi pengalaman.,0
Kamu memiliki rencana untuk akhir pekan ini? Aku ingin pergi ke taman hiburan dan mencoba wahana baru yang dibuka.,0
"Setiap orang memiliki potensi yang unik dan luar biasa, jadi kita harus selalu berusaha untuk memanfaatkan bakat dan keterampilan kita sebaik mungkin.",0
"Memek lo lebar banget, kayak lobang galian!",1
"Anjir, Bangsat kau",1
Saya juga melakukannya.,0
Ada beberapa representasi figuratif Buddha yang terletak di sana.,0
ketemu klien orang batak dia marah gue ikut marah berengsek memalukan kantor ,1
aku setuju sekali langkah selanjutnya lengserkan jokowi haha,1
"Saya akan memiliki lanskap seseorang, karena saya selalu memiliki seseorang yang melakukannya.",0
"Sialan! Lo nggak tau sopan santun sama sekali, nggak peduli sama orang lain!",1
Untung puasa klo gak udah gua maki lo anjeeng bangsat,1
Gak begitu dong monyet,1
